code;cost
38_74;1221209
38_75;516673
38_76;626662
38_77;145650
38_78;330098
38_79;204040
38_80;635015
38_81;303719
38_82;405628
38_83;239843
38_84;563565
38_85;113341
38_86;347073
38_87;131065
38_88;37530
38_89;579069
38_90;15225
38_91;359041
38_92;596727
38_93;196857
38_94;68326
38_95;581644
38_96;584506
38_97;416242
38_98;438274
38_99;645362
38_100;195162
38_101;376116
38_102;1314913
38_103;558940
38_104;843169
38_105;392643
38_106;196285
38_107;1114354
38_108;404733
38_109;118528
38_110;920936
38_111;130384
38_112;287905
38_113;336164
38_114;558377
38_115;687053
38_116;633252
38_117;1136921
38_118;880020
38_119;717909
38_120;480788
38_121;794288
38_122;250704
38_123;311384
38_124;604674
38_125;506086
38_126;870901
38_127;248541
38_128;887261
38_129;640577
38_130;821242
38_131;462438
38_132;624110
38_133;550891
38_134;806674
38_135;804622
38_136;714200
38_137;692259
38_138;537669
38_139;588506
38_140;651725
39_1;1264785
39_2;218004
39_3;350646
39_4;211953
39_5;361643
39_6;228438
39_7;278941
39_8;218720
39_9;215439
39_10;344728
39_11;279436
39_12;1110318
39_13;341157
39_14;332109
39_15;370498
39_16;227965
39_17;312378
39_18;348502
39_19;1258799
39_20;111578
39_21;138172
39_22;600534
39_23;200680
39_24;119889
39_25;209525
39_26;381776
39_27;162483
39_28;161862
39_29;613970
39_30;592676
39_31;714546
39_32;824995
39_33;281421
39_34;246503
39_35;708946
39_36;168574
39_37;189508
39_38;185398
39_39;0
39_40;323553
39_41;881942
39_42;1069732
39_43;101637
39_44;166074
39_45;400531
39_46;609387
39_47;366209
39_48;335008
39_49;199088
39_50;694395
39_51;400366
39_52;1446138
39_53;1051987
39_54;616522
39_55;474542
39_56;373024
39_57;350619
39_58;791218
39_59;167938
39_60;75439
39_61;345134
39_62;596707
39_63;440387
39_64;780388
39_65;664165
39_66;281236
39_67;1573531
39_68;236490
39_69;208048
39_70;428445
39_71;76703
39_72;309952
39_73;464982
39_74;1227747
39_75;652955
39_76;456105
39_77;47081
39_78;394044
39_79;214866
39_80;813206
39_81;130734
39_82;232642
39_83;276280
39_84;719651
39_85;254132
39_86;404500
39_87;312011
39_88;218337
39_89;737395
39_90;170493
39_91;487767
39_92;748818
39_93;27241
39_94;144274
39_95;710410
39_96;718068
39_97;493783
39_98;581521
39_99;828755
39_100;277452
39_101;541110
39_102;1195611
39_103;742334
39_104;1026562
39_105;549912
39_106;46663
39_107;1113076
39_108;570354
39_109;99691
39_110;987292
39_111;126539
39_112;394037
39_113;425292
39_114;701243
39_115;859754
39_116;796037
39_117;1009467
39_118;1063414
39_119;590107
39_120;617315
39_121;899513
39_122;433778
39_123;467103
39_124;434118
39_125;658976
39_126;1054295
39_127;425829
39_128;760203
39_129;649103
39_130;1004635
39_131;646148
39_132;750790
39_133;684453
39_134;674947
39_135;802391
39_136;897594
39_137;816154
39_138;693186
39_139;767493
39_140;835118
40_1;1578279
40_2;323553
40_3;136042
40_4;127458
40_5;166455
40_6;507053
40_7;179256
40_8;102457
40_9;494054
40_10;168940
40_11;594462
40_12;1322001
40_13;151010
40_14;647134
40_15;86230
40_16;506580
40_17;125566
40_18;156175
40_19;1571137
40_20;400319
40_21;209232
40_22;593077
40_23;494258
40_24;398520
40_25;287131
40_26;401545
40_27;441098
40_28;440477
40_29;304414
40_30;614263
40_31;447816
40_32;577446
40_33;281196
40_34;197842
40_35;394406
40_36;166256
40_37;468123
40_38;204916
40_39;317333
40_40;0
40_41;636597
40_42;1270175
40_43;238027
40_44;158348
40_45;110720
40_46;316885
40_47;154361
40_48;30145
40_49;141123
40_50;402573
40_51;178705
40_52;1739630
40_53;1238785
40_54;473366
40_55;299159
40_56;162786
40_57;29055
40_58;544041
40_59;151024
40_60;272163
40_61;630331
40_62;277713
40_63;351154
40_64;688872
40_65;357162
40_66;158710
40_67;1818595
40_68;515105
40_69;486663
40_70;739898
40_71;236235
40_72;588567
40_73;776379
40_74;1417421
40_75;338220
40_76;764831
40_77;264189
40_78;125942
40_79;194279
40_80;550968
40_81;409349
40_82;511257
40_83;120208
40_84;450943
40_85;103212
40_86;145677
40_87;253057
40_88;220742
40_89;469291
40_90;213767
40_91;165902
40_92;685694
40_93;313792
40_94;265746
40_95;388545
40_96;400210
40_97;610577
40_98;295603
40_99;581574
40_100;393558
40_101;465786
40_102;1510040
40_103;501089
40_104;785117
40_105;286630
40_106;301883
40_107;1312750
40_108;308856
40_109;211522
40_110;1106094
40_111;190402
40_112;81180
40_113;523867
40_114;397232
40_115;595255
40_116;527330
40_117;1324493
40_118;821968
40_119;905132
40_120;302580
40_121;938455
40_122;206790
40_123;208145
40_124;733965
40_125;386566
40_126;812849
40_127;188316
40_128;1075228
40_129;837849
40_130;792069
40_131;402783
40_132;721025
40_133;366595
40_134;989972
40_135;1003018
40_136;751092
40_137;790494
40_138;422745
40_139;506711
40_140;590413
41_1;1920325
41_2;715860
41_3;746545
41_4;680449
41_5;775850
41_6;1099083
41_7;607792
41_8;698303
41_9;1086084
41_10;787864
41_11;1069239
41_12;1593429
41_13;771070
41_14;1092415
41_15;678774
41_16;1098610
41_17;759735
41_18;776083
41_19;1913183
41_20;985954
41_21;747978
41_22;601968
41_23;935745
41_24;990550
41_25;694587
41_26;588707
41_27;1033127
41_28;1032507
41_29;408668
41_30;651604
41_31;245596
41_32;115230
41_33;622532
41_34;830831
41_35;397950
41_36;717872
41_37;1060153
41_38;704112
41_39;884786
41_40;645956
41_41;0
41_42;1473115
41_43;784501
41_44;725377
41_45;672692
41_46;379022
41_47;757574
41_48;662150
41_49;687058
41_50;343993
41_51;482460
41_52;2075061
41_53;1249391
41_54;308995
41_55;411000
41_56;760323
41_57;620459
41_58;92864
41_59;749439
41_60;812335
41_61;1004476
41_62;488948
41_63;463536
41_64;325201
41_65;378640
41_66;800112
41_67;2111488
41_68;1107135
41_69;1078693
41_70;1265619
41_71;814037
41_72;1180597
41_73;1306854
41_74;1411729
41_75;429266
41_76;1304649
41_77;843533
41_78;700792
41_79;816493
41_80;247322
41_81;1001379
41_82;1103287
41_83;761610
41_84;269782
41_85;645000
41_86;721101
41_87;576802
41_88;672477
41_89;250178
41_90;718785
41_91;559686
41_92;381367
41_93;894765
41_94;749956
41_95;701754
41_96;525594
41_97;755758
41_98;378674
41_99;68016
41_100;699817
41_101;435523
41_102;1852587
41_103;137236
41_104;170132
41_105;355526
41_106;893933
41_107;1433897
41_108;335462
41_109;799193
41_110;992952
41_111;790429
41_112;635264
41_113;702940
41_114;367901
41_115;302226
41_116;262138
41_117;1700145
41_118;206983
41_119;1356769
41_120;427089
41_121;817156
41_122;448072
41_123;429119
41_124;1287463
41_125;307134
41_126;197864
41_127;456460
41_128;1458920
41_129;979442
41_130;240292
41_131;236326
41_132;495080
41_133;493775
41_134;1456478
41_135;1244964
41_136;283641
41_137;558364
41_138;284906
41_139;184552
41_140;44119
42_1;598421
42_2;961134
42_3;1379908
42_4;1154709
42_5;1397282
42_6;1121680
42_7;1097106
42_8;1198562
42_9;1114523
42_10;1383603
42_11;867269
42_12;143465
42_13;1376680
42_14;809062
42_15;1364577
42_16;1113036
42_17;1345904
42_18;1384933
42_19;574645
42_20;1066000
42_21;1097434
42_22;874351
42_23;874792
42_24;1096073
42_25;997000
42_26;909294
42_27;1094512
42_28;1087201
42_29;1429041
42_30;824471
42_31;1459650
42_32;1497585
42_33;996278
42_34;1285474
42_35;1511292
42_36;1131869
42_37;1105942
42_38;1078278
42_39;1074460
42_40;1279962
42_41;1473515
42_42;0
42_43;1093523
42_44;1149326
42_45;1389526
42_46;1408649
42_47;1397139
42_48;1307491
42_49;1139519
42_50;1484093
42_51;1179599
42_52;617575
42_53;316987
42_54;1169948
42_55;1143509
42_56;1405296
42_57;1290940
42_58;1431692
42_59;1184221
42_60;1067239
42_61;731878
42_62;1445856
42_63;1039922
42_64;1162410
42_65;1460863
42_66;1320111
42_67;644193
42_68;1120904
42_69;1109920
42_70;892820
42_71;1121884
42_72;1095570
42_73;901515
42_74;302914
42_75;1474529
42_76;913449
42_77;1110116
42_78;1404748
42_79;1253837
42_80;1537414
42_81;1093585
42_82;1105895
42_83;1315155
42_84;1486054
42_85;1175298
42_86;1424484
42_87;1031602
42_88;1060960
42_89;1491250
42_90;1073207
42_91;1400927
42_92;1103113
42_93;1091763
42_94;1027975
42_95;1593666
42_96;1549698
42_97;727518
42_98;1384819
42_99;1471707
42_100;883592
42_101;1045668
42_102;618622
42_103;1371334
42_104;1564222
42_105;1324537
42_106;1116378
42_107;113954
42_108;1336627
42_109;1140558
42_110;582447
42_111;1167549
42_112;1358267
42_113;780727
42_114;1496237
42_115;1592317
42_116;1543729
42_117;767268
42_118;1559822
42_119;786059
42_120;1440224
42_121;714929
42_122;1187203
42_123;1266652
42_124;925429
42_125;1437980
42_126;1580771
42_127;1194403
42_128;723733
42_129;498997
42_130;1416682
42_131;1325666
42_132;993904
42_133;1516514
42_134;866516
42_135;274893
42_136;1286324
42_137;942986
42_138;1465003
42_139;1474644
42_140;1442637
43_1;1345244
43_2;162134
43_3;295161
43_4;122192
43_5;310358
43_6;322210
43_7;179489
43_8;139754
43_9;309211
43_10;293443
43_11;363659
43_12;1133101
43_13;289873
43_14;415236
43_15;294599
43_16;321737
43_17;259625
43_18;297217
43_19;1338374
43_20;208982
43_21;38985
43_22;545100
43_23;259300
43_24;213677
43_25;140676
43_26;317597
43_27;256255
43_28;255635
43_29;527417
43_30;538882
43_31;621527
43_32;725722
43_33;192242
43_34;195314
43_35;623256
43_36;75442
43_37;283281
43_38;86261
43_39;101765
43_40;244910
43_41;783057
43_42;1091287
43_43;0
43_44;83675
43_45;324874
43_46;521509
43_47;312392
43_48;256364
43_49;106868
43_50;606517
43_51;304090
43_52;1508816
43_53;1066790
43_54;517790
43_55;375810
43_56;320345
43_57;271975
43_58;692309
43_59;92018
43_60;36473
43_61;396889
43_62;515828
43_63;344409
43_64;685518
43_65;576288
43_66;229952
43_67;1609769
43_68;330263
43_69;301821
43_70;525065
43_71;46988
43_72;403724
43_73;561602
43_74;1245426
43_75;571662
43_76;552725
43_77;66337
43_78;327924
43_79;163677
43_80;717689
43_81;224506
43_82;326415
43_83;224996
43_84;626751
43_85;164368
43_86;342149
43_87;214123
43_88;119604
43_89;644495
43_90;71593
43_91;409124
43_92;668993
43_93;116456
43_94;79198
43_95;631767
43_96;637189
43_97;458626
43_98;493643
43_99;729843
43_100;235938
43_101;448381
43_102;1276302
43_103;643449
43_104;927678
43_105;456893
43_106;117072
43_107;1134631
43_108;477335
43_109;50646
43_110;963012
43_111;77390
43_112;315394
43_113;383136
43_114;613366
43_115;766734
43_116;703138
43_117;1093334
43_118;964529
43_119;673974
43_120;535777
43_121;850843
43_122;334925
43_123;374084
43_124;530738
43_125;567835
43_126;955410
43_127;329521
43_128;844070
43_129;664758
43_130;905903
43_131;546875
43_132;693443
43_133;603574
43_134;759518
43_135;823946
43_136;798861
43_137;759232
43_138;600287
43_139;671180
43_140;736234
44_1;1423555
44_2;193585
44_3;234330
44_4;47812
44_5;251704
44_6;376183
44_7;122576
44_8;57215
44_9;363183
44_10;245845
44_11;443562
44_12;1187365
44_13;231103
44_14;495174
44_15;226255
44_16;375709
44_17;200326
44_18;239355
44_19;1416413
44_20;263086
44_21;53824
44_22;543974
44_23;339239
44_24;267650
44_25;159558
44_26;319999
44_27;310227
44_28;309607
44_29;448521
44_30;544796
44_31;551669
44_32;663050
44_33;189432
44_34;169130
44_35;544360
44_36;18190
44_37;337253
44_38;72348
44_39;164814
44_40;162592
44_41;720385
44_42;1143858
44_43;81047
44_44;0
44_45;253697
44_46;443313
44_47;251561
44_48;175362
44_49;36319
44_50;528321
44_51;237489
44_52;1585707
44_53;1114653
44_54;464322
44_55;316285
44_56;259718
44_57;189589
44_58;629637
44_59;42417
44_60;116219
44_61;475607
44_62;433649
44_63;325754
44_64;668856
44_65;498091
44_66;182354
44_67;1676437
44_68;384235
44_69;355793
44_70;592639
44_71;91169
44_72;457696
44_73;629175
44_74;1293289
44_75;489897
44_76;620299
44_77;120669
44_78;264949
44_79;137493
44_80;650329
44_81;278478
44_82;380387
44_83;170843
44_84;556366
44_85;88089
44_86;279634
44_87;192080
44_88;104189
44_89;574110
44_90;78967
44_91;326738
44_92;660454
44_93;171900
44_94;124603
44_95;549381
44_96;555010
44_97;488321
44_98;415447
44_99;667170
44_100;267242
44_101;439842
44_102;1355317
44_103;580777
44_104;865005
44_105;387035
44_106;171032
44_107;1186434
44_108;407477
44_109;76293
44_110;992428
44_111;67332
44_112;233815
44_113;408244
44_114;535169
44_115;696876
44_116;632752
44_117;1173237
44_118;901857
44_119;753876
44_120;454257
44_121;865291
44_122;271685
44_123;304226
44_124;598311
44_125;493605
44_126;892737
44_127;262952
44_128;923973
44_129;712657
44_130;850243
44_131;484203
44_132;687837
44_133;521395
44_134;839140
44_135;876701
44_136;747357
44_137;755986
44_138;529060
44_139;604616
44_140;673561
45_1;1664644
45_2;443105
45_3;84309
45_4;244722
45_5;112023
45_6;590723
45_7;298892
45_8;204496
45_9;577723
45_10;125584
45_11;679295
45_12;1438701
45_13;109158
45_14;731968
45_15;31317
45_16;590249
45_17;108672
45_18;113995
45_19;1658658
45_20;483988
45_21;312716
45_22;709873
45_23;582976
45_24;482190
45_25;406682
45_26;521180
45_27;524767
45_28;524147
45_29;316696
45_30;733291
45_31;466059
45_32;596457
45_33;400832
45_34;220817
45_35;401238
45_36;271454
45_37;551793
45_38;321912
45_39;402235
45_40;120792
45_41;673444
45_42;1389810
45_43;325940
45_44;259048
45_45;0
45_46;331771
45_47;93615
45_48;91283
45_49;257508
45_50;415299
45_51;281547
45_52;1832756
45_53;1358421
45_54;573768
45_55;400749
45_56;92613
45_57;110014
45_58;580888
45_59;237669
45_60;359957
45_61;720564
45_62;266226
45_63;454721
45_64;789939
45_65;367673
45_66;167410
45_67;1930925
45_68;598775
45_69;570333
45_70;824272
45_71;321288
45_72;672236
45_73;860752
45_74;1537057
45_75;335580
45_76;848500
45_77;349098
45_78;28865
45_79;237284
45_80;569211
45_81;493018
45_82;594927
45_83;147884
45_84;469186
45_85;221508
45_86;49173
45_87;372692
45_88;340294
45_89;487534
45_90;329531
45_91;136519
45_92;788280
45_93;398366
45_94;378732
45_95;360314
45_96;388723
45_97;730213
45_98;313514
45_99;618421
45_100;513194
45_101;568713
45_102;1595470
45_103;558180
45_104;828378
45_105;318821
45_106;385552
45_107;1432386
45_108;341108
45_109;296524
45_110;1225122
45_111;269832
45_112;50526
45_113;643503
45_114;405655
45_115;613498
45_116;545572
45_117;1409326
45_118;865230
45_119;989966
45_120;309556
45_121;1057483
45_122;307504
45_123;273074
45_124;817635
45_125;404809
45_126;856111
45_127;288794
45_128;1160062
45_129;957485
45_130;884783
45_131;462549
45_132;823952
45_133;355109
45_134;1074806
45_135;1122653
45_136;850194
45_137;894061
45_138;440988
45_139;524953
45_140;627533
46_1;1845286
46_2;553752
46_3;409876
46_4;408802
46_5;439054
46_6;810125
46_7;389900
46_8;404779
46_9;797126
46_10;451151
46_11;883367
46_12;1527711
46_13;434725
46_14;929471
46_15;342870
46_16;809651
46_17;430683
46_18;439562
46_19;1838144
46_20;702323
46_21;492441
46_22;658726
46_23;770054
46_24;701592
46_25;519897
46_26;506386
46_27;744169
46_28;743549
46_29;31575
46_30;689720
46_31;137940
46_32;274118
46_33;466396
46_34;524140
46_35;104379
46_36;451927
46_37;771195
46_38;473904
46_39;613254
46_40;327556
46_41;380382
46_42;1410097
46_43;525767
46_44;449253
46_45;331187
46_46;0
46_47;420202
46_48;340946
46_49;419717
46_50;85884
46_51;254633
46_52;2001446
46_53;1325523
46_54;389308
46_55;281766
46_56;421864
46_57;299255
46_58;295560
46_59;456623
46_60;561140
46_61;900355
46_62;111407
46_63;391131
46_64;566494
46_65;54815
46_66;484950
46_67;2048954
46_68;818177
46_69;789735
46_70;1038991
46_71;535948
46_72;891638
46_73;1075528
46_74;1504159
46_75;75470
46_76;1066398
46_77;565480
46_78;357828
46_79;517655
46_80;239668
46_81;712421
46_82;814329
46_83;446448
46_84;139643
46_85;367408
46_86;378004
46_87;415650
46_88;463035
46_89;157991
46_90;488129
46_91;201352
46_92;599318
46_93;615102
46_94;541694
46_95;330809
46_96;163540
46_97;702156
46_98;27146
46_99;308925
46_100;590658
46_101;464457
46_102;1777064
46_103;286267
46_104;549949
46_105;87865
46_106;604954
46_107;1406792
46_108;91725
46_109;512832
46_110;1179664
46_111;497781
46_112;300584
46_113;633665
46_114;92469
46_115;283955
46_116;216029
46_117;1603573
46_118;586801
46_119;1189365
46_120;50243
46_121;1004212
46_122;232981
46_123;162021
46_124;1037017
46_125;75646
46_126;577682
46_127;230249
46_128;1354243
46_129;931708
46_130;616962
46_131;200004
46_132;692785
46_133;131721
46_134;1279131
46_135;1178185
46_136;589249
46_137;776282
46_138;111445
46_139;197514
46_140;345167
47_1;1626609
47_2;443558
47_3;17795
47_4;246626
47_5;21184
47_6;552688
47_7;314751
47_8;202293
47_9;539688
47_10;33523
47_11;641260
47_12;1438110
47_13;26941
47_14;693933
47_15;76947
47_16;552214
47_17;50647
47_18;25971
47_19;1620623
47_20;445953
47_21;306654
47_22;743717
47_23;552044
47_24;444155
47_25;408611
47_26;533086
47_27;486732
47_28;486112
47_29;401079
47_30;753205
47_31;550442
47_32;680839
47_33;412738
47_34;146152
47_35;485621
47_36;270103
47_37;513758
47_38;322193
47_39;364200
47_40;160681
47_41;754010
47_42;1393831
47_43;311052
47_44;253653
47_45;89943
47_46;416154
47_47;0
47_48;130192
47_49;257788
47_50;499682
47_51;338582
47_52;1800914
47_53;1364626
47_54;633243
47_55;459036
47_56;10989
47_57;167573
47_58;661455
47_59;219930
47_60;336932
47_61;694087
47_62;350609
47_63;508799
47_64;848749
47_65;452056
47_66;96325
47_67;1913391
47_68;560740
47_69;532298
47_70;786237
47_71;283253
47_72;634201
47_73;822717
47_74;1543262
47_75;419963
47_76;810466
47_77;311063
47_78;63413
47_79;170936
47_80;653594
47_81;454983
47_82;556892
47_83;90845
47_84;553569
47_85;233982
47_86;62630
47_87;390680
47_88;344519
47_89;571917
47_90;328940
47_91;220902
47_92;844303
47_93;360331
47_94;377216
47_95;444697
47_96;473106
47_97;738294
47_98;397896
47_99;698988
47_100;517215
47_101;624303
47_102;1557435
47_103;633570
47_104;908945
47_105;399388
47_106;347517
47_107;1436407
47_108;421674
47_109;258489
47_110;1238428
47_111;231753
47_112;123270
47_113;655409
47_114;490038
47_115;697881
47_116;629955
47_117;1371291
47_118;945796
47_119;951931
47_120;393939
47_121;1078798
47_122;366667
47_123;342168
47_124;779600
47_125;489192
47_126;936677
47_127;348193
47_128;1122027
47_129;962630
47_130;951962
47_131;534927
47_132;877974
47_133;439492
47_134;1036771
47_135;1126674
47_136;910969
47_137;946139
47_138;525371
47_139;609336
47_140;708099
48_1;1592433
48_2;352422
48_3;106977
48_4;154038
48_5;137390
48_6;519083
48_7;208209
48_8;116651
48_9;506084
48_10;139875
48_11;607084
48_12;1348018
48_13;121945
48_14;659756
48_15;57446
48_16;518610
48_17;101330
48_18;127110
48_19;1585851
48_20;412349
48_21;223458
48_22;623446
48_23;507805
48_24;410550
48_25;315999
48_26;430497
48_27;453128
48_28;452508
48_29;318564
48_30;643216
48_31;462678
48_32;593076
48_33;310149
48_34;184350
48_35;407016
48_36;180883
48_37;480154
48_38;231229
48_39;329956
48_40;32457
48_41;654311
48_42;1299127
48_43;250769
48_44;172542
48_45;82635
48_46;331747
48_47;125296
48_48;0
48_49;166824
48_50;416723
48_51;210502
48_52;1755145
48_53;1267738
48_54;505162
48_55;330956
48_56;133721
48_57;39572
48_58;561755
48_59;163054
48_60;284786
48_61;645045
48_62;272093
48_63;382951
48_64;720669
48_65;371312
48_66;145160
48_67;1840242
48_68;527136
48_69;498694
48_70;752520
48_71;248857
48_72;600597
48_73;789001
48_74;1446373
48_75;341446
48_76;776861
48_77;276811
48_78;97857
48_79;188084
48_80;565830
48_81;421379
48_82;523288
48_83;106658
48_84;465805
48_85;130825
48_86;117593
48_87;282009
48_88;249611
48_89;484153
48_90;238848
48_91;159620
48_92;717491
48_93;326414
48_94;288048
48_95;382587
48_96;394590
48_97;639530
48_98;310465
48_99;599288
48_100;422511
48_101;497583
48_102;1523259
48_103;520695
48_104;802831
48_105;301492
48_106;313913
48_107;1341703
48_108;323718
48_109;224145
48_110;1135047
48_111;201765
48_112;60522
48_113;552820
48_114;411382
48_115;610117
48_116;542192
48_117;1337115
48_118;839683
48_119;917754
48_120;315334
48_121;967407
48_122;238587
48_123;227248
48_124;745996
48_125;401428
48_126;830563
48_127;220113
48_128;1087850
48_129;866802
48_130;823866
48_131;422389
48_132;752822
48_133;360975
48_134;1002594
48_135;1031970
48_136;782889
48_137;822291
48_138;437607
48_139;521573
48_140;608127
49_1;1440178
49_2;185777
49_3;240397
49_4;17205
49_5;257771
49_6;412410
49_7;90067
49_8;59043
49_9;399410
49_10;254251
49_11;463650
49_12;1181489
49_13;237170
49_14;513022
49_15;228410
49_16;411936
49_17;206393
49_18;245422
49_19;1433036
49_20;299281
49_21;72724
49_22;515805
49_23;356158
49_24;303876
49_25;150823
49_26;292187
49_27;346454
49_28;345834
49_29;421273
49_30;516627
49_31;515458
49_32;626731
49_33;163916
49_34;201059
49_35;517112
49_36;32210
49_37;373480
49_38;64404
49_39;199345
49_40;146619
49_41;684066
49_42;1136051
49_43;106068
49_44;38319
49_45;253504
49_46;415365
49_47;257628
49_48;171468
49_49;0
49_50;500373
49_51;201278
49_52;1599610
49_53;1106846
49_54;430374
49_55;279966
49_56;265785
49_57;172497
49_58;593318
49_59;74789
49_60;141485
49_61;492231
49_62;410721
49_63;295881
49_64;637272
49_65;470144
49_66;206870
49_67;1678575
49_68;420462
49_69;392020
49_70;624827
49_71;127364
49_72;493923
49_73;661364
49_74;1285481
49_75;465517
49_76;652488
49_77;156860
49_78;268725
49_79;170350
49_80;614118
49_81;314705
49_82;416614
49_83;182455
49_84;520563
49_85;58333
49_86;285701
49_87;163692
49_88;86731
49_89;538306
49_90;72659
49_91;305818
49_92;631913
49_93;208091
49_94;125726
49_95;528461
49_96;532082
49_97;480514
49_98;387499
49_99;630851
49_100;259435
49_101;411673
49_102;1371940
49_103;544458
49_104;828686
49_105;350824
49_106;207259
49_107;1178626
49_108;371266
49_109;112520
49_110;980904
49_111;104919
49_112;226532
49_113;397860
49_114;507221
49_115;660665
49_116;596949
49_117;1191597
49_118;865538
49_119;772236
49_120;429633
49_121;839654
49_122;235366
49_123;268015
49_124;630500
49_125;461646
49_126;856418
49_127;226741
49_128;942268
49_129;704850
49_130;813924
49_131;447883
49_132;659668
49_133;498467
49_134;859414
49_135;868894
49_136;713965
49_137;727817
49_138;494098
49_139;568404
49_140;637242
50_1;1921954
50_2;630420
50_3;495116
50_4;495522
50_5;524294
50_6;897721
50_7;466568
50_8;492375
50_9;884722
50_10;536391
50_11;964350
50_12;1604379
50_13;519965
50_14;1006164
50_15;428110
50_16;897248
50_17;515923
50_18;524802
50_19;1914812
50_20;789919
50_21;579161
50_22;699034
50_23;846722
50_24;789188
50_25;596565
50_26;583054
50_27;831765
50_28;831145
50_29;105215
50_30;731429
50_31;98745
50_32;239522
50_33;543064
50_34;609504
50_35;54753
50_36;538647
50_37;858791
50_38;560624
50_39;699974
50_40;414956
50_41;346097
50_42;1486765
50_43;612487
50_44;535973
50_45;416427
50_46;87596
50_47;505442
50_48;427634
50_49;506437
50_50;0
50_51;331300
50_52;2078114
50_53;1371256
50_54;419300
50_55;348735
50_56;507104
50_57;385947
50_58;261432
50_59;544219
50_60;647860
50_61;977023
50_62;165297
50_63;456786
50_64;576349
50_65;49147
50_66;570314
50_67;2125622
50_68;905773
50_69;877331
50_70;1125711
50_71;622668
50_72;979235
50_73;1162248
50_74;1549892
50_75;89772
50_76;1153118
50_77;652201
50_78;443068
50_79;605251
50_80;180896
50_81;800017
50_82;901925
50_83;531812
50_84;79987
50_85;454128
50_86;463244
50_87;492318
50_88;541399
50_89;99311
50_90;574849
50_91;286592
50_92;620833
50_93;702698
50_94;621962
50_95;415501
50_96;188923
50_97;771211
50_98;113618
50_99;274641
50_100;667326
50_101;504625
50_102;1853732
50_103;261640
50_104;515665
50_105;162011
50_106;692551
50_107;1466044
50_108;149673
50_109;600428
50_110;1216584
50_111;585377
50_112;385824
50_113;710333
50_114;24704
50_115;224299
50_116;156374
50_117;1680241
50_118;552517
50_119;1266712
50_120;108183
50_121;1040788
50_122;309649
50_123;246138
50_124;1124613
50_125;56521
50_126;543397
50_127;306917
50_128;1430911
50_129;999456
50_130;584618
50_131;219955
50_132;725245
50_133;157104
50_134;1358292
50_135;1254853
50_136;565194
50_137;807357
50_138;59411
50_139;161846
50_140;310882
51_1;1594366
51_2;302831
51_3;322083
51_4;197989
51_5;352496
51_6;617287
51_7;138976
51_8;215843
51_9;604288
51_10;354980
51_11;636758
51_12;1278931
51_13;337050
51_14;678576
51_15;268286
51_16;616814
51_17;309735
51_18;342216
51_19;1587224
51_20;504158
51_21;269514
51_22;473768
51_23;519134
51_24;508754
51_25;268976
51_26;293168
51_27;551332
51_28;550712
51_29;260381
51_30;502874
51_31;324769
51_32;425733
51_33;215476
51_34;356171
51_35;356220
51_36;236484
51_37;578358
51_38;229963
51_39;404222
51_40;186845
51_41;483068
51_42;1178311
51_43;306861
51_44;243089
51_45;280939
51_46;253221
51_47;340402
51_48;216989
51_49;204878
51_50;329089
51_51;0
51_52;1750526
51_53;1135233
51_54;299313
51_55;124210
51_56;348826
51_57;178709
51_58;392320
51_59;266979
51_60;335124
51_61;649434
51_62;266893
51_63;203797
51_64;515484
51_65;305859
51_66;335145
51_67;1800698
51_68;625340
51_69;596897
51_70;823478
51_71;332241
51_72;698801
51_73;861776
51_74;1313869
51_75;304625
51_76;852900
51_77;361737
51_78;304988
51_79;337645
51_80;415400
51_81;519583
51_82;621492
51_83;296643
51_84;340455
51_85;162540
51_86;325196
51_87;165710
51_88;213807
51_89;356369
51_90;244188
51_91;234917
51_92;512665
51_93;412969
51_94;294370
51_95;418423
51_96;372458
51_97;505681
51_98;224583
51_99;429853
51_100;339738
51_101;294522
51_102;1526144
51_103;343460
51_104;627688
51_105;169533
51_106;412137
51_107;1212318
51_108;181623
51_109;317397
51_110;993994
51_111;307969
51_112;235918
51_113;421259
51_114;341233
51_115;465867
51_116;410584
51_117;1352652
51_118;664540
51_119;939123
51_120;268741
51_121;821726
51_122;34796
51_123;96164
51_124;830912
51_125;282976
51_126;655421
51_127;25519
51_128;1103323
51_129;735233
51_130;627006
51_131;246886
51_132;549005
51_133;338844
51_134;1030704
51_135;931677
51_136;578303
51_137;622534
51_138;314559
51_139;368891
51_140;436244
52_1;287651
52_2;1448367
52_3;1779396
52_4;1610948
52_5;1790393
52_6;1447769
52_7;1609462
52_8;1637258
52_9;1440900
52_10;1773478
52_11;1193650
52_12;479696
52_13;1769907
52_14;1135435
52_15;1795071
52_16;1439182
52_17;1741128
52_18;1777252
52_19;273223
52_20;1398965
52_21;1527315
52_22;1467905
52_23;1249325
52_24;1426643
52_25;1486550
52_26;1492208
52_27;1420889
52_28;1413578
52_29;2000654
52_30;1418133
52_31;2044340
52_32;2083351
52_33;1531890
52_34;1675253
52_35;2092802
52_36;1569563
52_37;1432320
52_38;1538647
52_39;1440428
52_40;1739943
52_41;2065605
52_42;608615
52_43;1502992
52_44;1582399
52_45;1825346
52_46;1990159
52_47;1794960
52_48;1753945
52_49;1594350
52_50;2065602
52_51;1740534
52_52;0
52_53;888157
52_54;1759542
52_55;1728175
52_56;1801774
52_57;1765820
52_58;2020910
52_59;1590482
52_60;1470159
52_61;1109416
52_62;1992795
