code;cost
3_56;0.32837962962962963
3_57;1.744236111111111
3_58;7.558113425925926
3_59;2.3698958333333335
3_60;3.732974537037037
3_61;7.882083333333333
3_62;3.967719907407407
3_63;5.693611111111111
3_64;9.628217592592593
3_65;5.1418634259259255
3_66;1.0689236111111111
3_67;21.979027777777777
3_68;6.338715277777778
3_69;6.009525462962963
3_70;8.94863425925926
3_71;3.127060185185185
3_72;7.188958333333333
3_73;9.370856481481482
3_74;17.683877314814815
3_75;4.770428240740741
3_76;9.2290625
3_77;3.448935185185185
3_78;0.7370138888888889
3_79;1.9126041666666667
3_80;7.474490740740741
3_81;5.114675925925926
3_82;6.294178240740741
3_83;0.9001157407407407
3_84;6.3167939814814815
3_85;2.5057175925925925
3_86;0.762662037037037
3_87;4.319363425925926
3_88;3.809537037037037
3_89;6.5291550925925925
3_90;3.629224537037037
3_91;2.4664699074074075
3_92;9.576759259259259
3_93;4.019166666666667
3_94;4.187974537037037
3_95;5.0567013888888885
3_96;5.385509259259259
3_97;8.367118055555556
3_98;4.515023148148148
3_99;7.992523148148148
3_100;5.808333333333334
3_101;7.030462962962963
3_102;17.874537037037037
3_103;7.178645833333333
3_104;10.42258101851852
3_105;4.524930555555556
3_106;3.8708564814814816
3_107;16.44712962962963
3_108;4.782870370370371
3_109;2.8404398148148147
3_110;14.131261574074074
3_111;2.5309953703703703
3_112;1.3291203703703705
3_113;7.383356481481481
3_114;5.5814814814814815
3_115;7.987071759259259
3_116;7.200891203703704
3_117;15.720092592592593
3_118;10.849097222222222
3_119;10.866388888888888
3_120;4.469224537037037
3_121;12.28369212962963
3_122;4.048564814814815
3_123;3.8059375
3_124;8.87181712962963
3_125;5.571678240740741
3_126;10.743553240740741
3_127;3.83474537037037
3_128;12.835092592592593
3_129;10.963599537037037
3_130;10.8228125
3_131;6.036944444444444
3_132;9.966469907407408
3_133;4.99644675925926
3_134;11.848333333333333
3_135;12.862256944444445
3_136;10.348356481481481
3_137;10.755416666666667
3_138;5.990428240740741
3_139;6.96224537037037
